"Institution id","Case url","Institution name","Institution tags","Jst category","Voivodship","County","Community","Jst full name","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","population_2025"
"199","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-335","CHRZANÓW","samorząd gminy","gmina wiejska","Lubelskie","Janowski","Chrzanów","Lubelskie / Janowski / Chrzanów (0605022, gmina wiejska)",67,67,0,"N/A",0,0,0,"b) NIE","b) NIE",2590
"829","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-808","CHRZANÓW","samorząd gminy","gmina miejsko-wiejska","Małopolskie","Chrzanowski","Chrzanów","Małopolskie / Chrzanowski / Chrzanów (1203033, gmina miejsko-wiejska)",190,186,3,"[b, d]",0,0,0,"b) NIE","b) NIE",43120
"1585","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1289","CHRZĄSTOWICE","samorząd gminy","gmina wiejska","Opolskie","Opolski","Chrząstowice","Opolskie / Opolski / Chrząstowice (1609012, gmina wiejska)",72,71,0,"[b]",0,0,0,"b) NIE","a) TAK",7230
"1116","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2158","CHRZYPSKO WIELKIE","samorząd gminy","gmina wiejska","Wielkopolskie","Międzychodzki","Chrzypsko Wielkie","Wielkopolskie / Międzychodzki / Chrzypsko Wielkie (3014012, gmina wiejska)",62,62,1,"[f]",0,0,0,"b) NIE","a) TAK",3140
"830","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1769","CHYBIE","samorząd gminy","gmina wiejska","Śląskie","Cieszyński","Chybie","Śląskie / Cieszyński / Chybie (2403052, gmina wiejska)",74,69,1,"[a, c, f]",0,0,0,"b) NIE","b) NIE",9590
"73","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-996","CHYNÓW","samorząd gminy","gmina wiejska","Mazowieckie","Grójecki","Chynów","Mazowieckie / Grójecki / Chynów (1406032, gmina wiejska)",85,84,1,"[b, e]",1,1,0,"b) NIE","b) NIE",10130
"146","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1770","CIASNA","samorząd gminy","gmina wiejska","Śląskie","Lubliniecki","Ciasna","Śląskie / Lubliniecki / Ciasna (2407032, gmina wiejska)",81,81,0,"N/A",0,0,0,"b) NIE","b) NIE",7140
"466","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1526","CIECHANOWIEC","samorząd gminy","gmina miejsko-wiejska","Podlaskie","Wysokomazowiecki","Ciechanowiec","Podlaskie / Wysokomazowiecki / Ciechanowiec (2013023, gmina miejsko-wiejska)",211,211,0,"N/A",0,0,0,"b) NIE","a) TAK",7800
"1973","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-997","CIECHANÓW","samorząd gminy","gmina miejska","Mazowieckie","Ciechanowski","Ciechanów","Mazowieckie / Ciechanowski / Ciechanów (1402011, gmina miejska)",170,170,0,"N/A",0,0,0,"b) NIE","b) NIE",41230
"2241","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-998","CIECHANÓW","samorząd gminy","gmina wiejska","Mazowieckie","Ciechanowski","Ciechanów","Mazowieckie / Ciechanowski / Ciechanów (1402022, gmina wiejska)",100,100,0,"N/A",0,0,0,"b) NIE","a) TAK",7620
"1117","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-196","CIECHOCIN","samorząd gminy","gmina wiejska","Kujawsko-Pomorskie","Golubsko-Dobrzyński","Ciechocin","Kujawsko-Pomorskie / Golubsko-Dobrzyński / Ciechocin (0405022, gmina wiejska)",81,80,1,"[i]",0,0,0,"b) NIE","b) NIE",3780
"768","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-197","CIECHOCINEK","samorząd gminy","gmina miejska","Kujawsko-Pomorskie","Aleksandrowski","Ciechocinek","Kujawsko-Pomorskie / Aleksandrowski / Ciechocinek (0401021, gmina miejska)",132,114,1,"[b, c, f]",0,"BD",0,"b) NIE","b) NIE",9890
"1803","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-632","CIELĄDZ","samorząd gminy","gmina wiejska","Łódzkie","Rawski","Cielądz","Łódzkie / Rawski / Cielądz (1013032, gmina wiejska)",52,52,0,"N/A",0,0,0,"b) NIE","b) NIE",3840
"200","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-999","CIEPIELÓW","samorząd gminy","gmina miejsko-wiejska","Mazowieckie","Lipski","Ciepielów","Mazowieckie / Lipski / Ciepielów (1409023, gmina miejsko-wiejska)",36,36,0,"N/A",0,0,0,"b) NIE","b) NIE",5080
"1118","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-15","CIEPŁOWODY","samorząd gminy","gmina wiejska","Dolnośląskie","Ząbkowicki","Ciepłowody","Dolnośląskie / Ząbkowicki / Ciepłowody (0224022, gmina wiejska)",95,93,0,"[a]",0,0,0,"b) NIE","b) NIE",2700
"1586","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-809","CIĘŻKOWICE","samorząd gminy","gmina miejsko-wiejska","Małopolskie","Tarnowski","Ciężkowice","Małopolskie / Tarnowski / Ciężkowice (1216013, gmina miejsko-wiejska)",113,113,0,"N/A",0,0,0,"b) NIE","b) NIE",10930
"467","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1290","CISEK","samorząd gminy","gmina wiejska","Opolskie","Kędzierzyńsko-Kozielski","Cisek","Opolskie / Kędzierzyńsko-Kozielski / Cisek (1603032, gmina wiejska)",71,71,0,"N/A",0,0,0,"b) NIE","b) NIE",5220
"1804","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1372","CISNA","samorząd gminy","gmina wiejska","Podkarpackie","Leski","Cisna","Podkarpackie / Leski / Cisna (1821022, gmina wiejska)",76,76,0,"N/A",0,0,0,"b) NIE","b) NIE",1670
"148","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1373","CMOLAS","samorząd gminy","gmina wiejska","Podkarpackie","Kolbuszowski","Cmolas","Podkarpackie / Kolbuszowski / Cmolas (1806012, gmina wiejska)",92,90,2,"[a]",0,0,0,"b) NIE","b) NIE",7910
"831","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-536","CYBINKA","samorząd gminy","gmina miejsko-wiejska","Lubuskie","Słubicki","Cybinka","Lubuskie / Słubicki / Cybinka (0805013, gmina miejsko-wiejska)",116,115,0,"[a]",0,0,0,"b) NIE","b) NIE",6070
"402","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-336","CYCÓW","samorząd gminy","gmina wiejska","Lubelskie","Łęczyński","Cyców","Lubelskie / Łęczyński / Cyców (0610012, gmina wiejska)",113,111,0,"[f, i]",0,0,0,"a) TAK","b) NIE",7640
"1119","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2159","CZAJKÓW","samorząd gminy","gmina wiejska","Wielkopolskie","Ostrzeszowski","Czajków","Wielkopolskie / Ostrzeszowski / Czajków (3018012, gmina wiejska)",61,58,0,"[c]",0,0,0,"b) NIE","b) NIE",2420
"149","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2386","CZAPLINEK","samorząd gminy","gmina miejsko-wiejska","Zachodniopomorskie","Drawski","Czaplinek","Zachodniopomorskie / Drawski / Czaplinek (3203013, gmina miejsko-wiejska)",98,98,0,"[c]",0,0,0,"b) NIE","a) TAK",10980
"1160","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1376","CZARNA","samorząd gminy","gmina wiejska","Podkarpackie","Łańcucki","Czarna","Podkarpackie / Łańcucki / Czarna (1810032, gmina wiejska)",35,35,0,"N/A",0,0,0,"b) NIE","b) NIE",12090
"2222","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1374","CZARNA","samorząd gminy","gmina wiejska","Podkarpackie","Bieszczadzki","Czarna","Podkarpackie / Bieszczadzki / Czarna (1801032, gmina wiejska)",61,"BD",1,"[b]",0,0,0,"b) NIE","b) NIE",2330
"1974","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1527","CZARNA BIAŁOSTOCKA","samorząd gminy","gmina miejsko-wiejska","Podlaskie","Białostocki","Czarna Białostocka","Podlaskie / Białostocki / Czarna Białostocka (2002023, gmina miejsko-wiejska)",88,76,0,"[c, d, e]",0,0,0,"b) NIE","a) TAK",10440
"201","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1643","CZARNA DĄBRÓWKA","samorząd gminy","gmina wiejska","Pomorskie","Bytowski","Czarna Dąbrówka","Pomorskie / Bytowski / Czarna Dąbrówka (2201032, gmina wiejska)",115,115,0,"[a, b, c]",0,0,1,"b) NIE","a) TAK",5650
"7992","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1644","CZARNA WODA","samorząd gminy","gmina miejsko-wiejska","Pomorskie","Starogardzki","Czarna Woda","Pomorskie / Starogardzki / Czarna Woda (2213013, gmina miejsko-wiejska)",66,62,0,"[b, c]",0,0,0,"b) NIE","b) NIE",2980
"1805","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1645","CZARNE","samorząd gminy","gmina miejsko-wiejska","Pomorskie","Człuchowski","Czarne","Pomorskie / Człuchowski / Czarne (2203023, gmina miejsko-wiejska)",77,77,0,"N/A",0,0,0,"b) NIE","b) NIE",8340
"1515","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1000","CZARNIA","samorząd gminy","gmina wiejska","Mazowieckie","Ostrołęcki","Czarnia","Mazowieckie / Ostrołęcki / Czarnia (1415022, gmina wiejska)",25,25,0,"N/A",0,0,0,"b) NIE","b) NIE",2180
"1121","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2161","CZARNKÓW","samorząd gminy","gmina wiejska","Wielkopolskie","Czarnkowsko-Trzcianecki","Czarnków","Wielkopolskie / Czarnkowsko-Trzcianecki / Czarnków (3002022, gmina wiejska)",52,51,2,"[a, b, c]",0,1,0,"b) NIE","b) NIE",11080
"1975","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2160","CZARNKÓW","samorząd gminy","gmina miejska","Wielkopolskie","Czarnkowsko-Trzcianecki","Czarnków","Wielkopolskie / Czarnkowsko-Trzcianecki / Czarnków (3002011, gmina miejska)",78,77,0,"N/A",0,0,0,"b) NIE","b) NIE",9640
"409","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-633","CZARNOCIN (woj. łódzkie)","samorząd gminy","gmina wiejska","Łódzkie","Piotrkowski","Czarnocin","Łódzkie / Piotrkowski / Czarnocin (1010022, gmina wiejska)",87,87,0,"N/A",0,0,0,"b) NIE","b) NIE",3990
"1587","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1935","CZARNOCIN (woj. świętokrzyskie)","samorząd gminy","gmina wiejska","Świętokrzyskie","Kazimierski","Czarnocin","Świętokrzyskie / Kazimierski / Czarnocin (2603022, gmina wiejska)",28,28,0,"N/A","BD","BD","BD","BD","BD",3520
"1574","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-634","CZARNOŻYŁY","samorząd gminy","gmina wiejska","Łódzkie","Wieluński","Czarnożyły","Łódzkie / Wieluński / Czarnożyły (1017022, gmina wiejska)",70,70,0,"N/A",0,0,0,"b) NIE","b) NIE",4370
"202","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-810","CZARNY DUNAJEC","samorząd gminy","gmina miejsko-wiejska","Małopolskie","Nowotarski","Czarny Dunajec","Małopolskie / Nowotarski / Czarny Dunajec (1211033, gmina miejsko-wiejska)",47,43,0,"N/A",0,0,0,"b) NIE","b) NIE",22120
"150","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-17","CZARNYBÓR","samorząd gminy","gmina wiejska","Dolnośląskie","Wałbrzyski","Czarny Bór","Dolnośląskie / Wałbrzyski / Czarny Bór (0221042, gmina wiejska)",83,83,0,"N/A",0,0,0,"b) NIE","b) NIE",4690
"1122","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-635","CZASTARY","samorząd gminy","gmina wiejska","Łódzkie","Wieruszowski","Czastary","Łódzkie / Wieruszowski / Czastary (1018022, gmina wiejska)",63,63,0,"N/A",6,0,0,"b) NIE","b) NIE",3900
"203","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-811","CZCHÓW","samorząd gminy","gmina miejsko-wiejska","Małopolskie","Brzeski","Czchów","Małopolskie / Brzeski / Czchów (1202033, gmina miejsko-wiejska)",59,57,2,"[a, b]",0,0,0,"b) NIE","b) NIE",9590
"130","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1772","CZECHOWICE-DZIEDZICE","samorząd gminy","gmina miejsko-wiejska","Śląskie","Bielski","Czechowice-Dziedzice","Śląskie / Bielski / Czechowice-Dziedzice (2402043, gmina miejsko-wiejska)",109,107,0,"[c]",0,0,0,"b) NIE","b) NIE",44230
"173","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1773","CZELADŹ","samorząd gminy","gmina miejska","Śląskie","Będziński","Czeladź","Śląskie / Będziński / Czeladź (2401021, gmina miejska)",130,97,0,"[a, b, c]",0,0,0,"b) NIE","a) TAK",29370
"1588","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2162","CZEMPIŃ","samorząd gminy","gmina miejsko-wiejska","Wielkopolskie","Kościański","Czempiń","Wielkopolskie / Kościański / Czempiń (3011023, gmina miejsko-wiejska)",71,57,14,"[a, b, c]",0,1,0,"b) NIE","b) NIE",11370
"1736","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1528","CZEREMCHA","samorząd gminy","gmina wiejska","Podlaskie","Hajnowski","Czeremcha","Podlaskie / Hajnowski / Czeremcha (2005032, gmina wiejska)",84,79,0,"[a]",0,0,0,"b) NIE","b) NIE",2570
"1589","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1377","CZERMIN","samorząd gminy","gmina wiejska","Podkarpackie","Mielecki","Czermin","Podkarpackie / Mielecki / Czermin (1811032, gmina wiejska)",32,32,0,"N/A",0,0,0,"b) NIE","b) NIE",7040
"151","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-18","CZERNICA","samorząd gminy","gmina wiejska","Dolnośląskie","Wrocławski","Czernica","Dolnośląskie / Wrocławski / Czernica (0223012, gmina wiejska)",157,150,7,"[a, b, i]",0,0,0,"b) NIE","b) NIE",25810
"1123","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1001","CZERNICE BOROWE","samorząd gminy","gmina wiejska","Mazowieckie","Przasnyski","Czernice Borowe","Mazowieckie / Przasnyski / Czernice Borowe (1422032, gmina wiejska)",48,46,2,"[a, f]",0,0,0,"b) NIE","b) NIE",3400
"1124","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-812","CZERNICHÓW","samorząd gminy","gmina wiejska","Małopolskie","Krakowski","Czernichów","Małopolskie / Krakowski / Czernichów (1206012, gmina wiejska)",125,123,0,"N/A",0,0,0,"b) NIE","a) TAK",15510
"832","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1774","CZERNICHÓW","samorząd gminy","gmina wiejska","Śląskie","Żywiecki","Czernichów","Śląskie / Żywiecki / Czernichów (2417022, gmina wiejska)",86,84,3,"[b]",0,0,0,"b) NIE","b) NIE",6190
"2223","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2164","CZERNIEJEWO","samorząd gminy","gmina miejsko-wiejska","Wielkopolskie","Gnieźnieński","Czerniejewo","Wielkopolskie / Gnieźnieński / Czerniejewo (3003023, gmina miejsko-wiejska)",78,78,0,"N/A",0,0,0,"b) NIE","a) TAK",7250
"205","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-636","CZERNIEWICE","samorząd gminy","gmina wiejska","Łódzkie","Tomaszowski","Czerniewice","Łódzkie / Tomaszowski / Czerniewice (1016042, gmina wiejska)",93,93,0,"[a]",0,0,0,"b) NIE","b) NIE",4780
"468","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-198","CZERNIKOWO","samorząd gminy","gmina wiejska","Kujawsko-Pomorskie","Toruński","Czernikowo","Kujawsko-Pomorskie / Toruński / Czernikowo (0415032, gmina wiejska)",80,80,0,"N/A",0,0,0,"a) TAK","b) NIE",8800
"2416","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1646","CZERSK","samorząd gminy","gmina miejsko-wiejska","Pomorskie","Chojnicki","Czersk","Pomorskie / Chojnicki / Czersk (2202043, gmina miejsko-wiejska)",108,107,1,"[h]",0,1,0,"b) NIE","a) TAK",21140
"105","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-537","CZERWIEŃSK","samorząd gminy","gmina miejsko-wiejska","Lubuskie","Zielonogórski","Czerwieńsk","Lubuskie / Zielonogórski / Czerwieńsk (0809033, gmina miejsko-wiejska)",138,138,0,"[e]",0,0,0,"b) NIE","b) NIE",10140
"206","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1002","CZERWIN","samorząd gminy","gmina wiejska","Mazowieckie","Ostrołęcki","Czerwin","Mazowieckie / Ostrołęcki / Czerwin (1415032, gmina wiejska)",113,113,0,"N/A",0,0,0,"b) NIE","b) NIE",4640
"532","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1775","CZERWIONKA-LESZCZYNY","samorząd gminy","gmina miejsko-wiejska","Śląskie","Rybnicki","Czerwionka-Leszczyny","Śląskie / Rybnicki / Czerwionka-Leszczyny (2412013, gmina miejsko-wiejska)",117,104,2,"[i]",0,1,0,"a) TAK","b) NIE",39570
"537","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2165","CZERWONAK","samorząd gminy","gmina wiejska","Wielkopolskie","Poznański","Czerwonak","Wielkopolskie / Poznański / Czerwonak (3021042, gmina wiejska)",164,152,0,"N/A",0,0,0,"b) NIE","b) NIE",28260
"2422","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1004","CZERWONKA","samorząd gminy","gmina wiejska","Mazowieckie","Makowski","Czerwonka","Mazowieckie / Makowski / Czerwonka (1411022, gmina wiejska)","BD",68,0,"N/A",0,0,0,"b) NIE","b) NIE",2520
"469","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1776","Częstochowa","miasto na prawach powiatu","miasto na prawach powiatu","Śląskie","Częstochowa",,"Śląskie / Częstochowa (2464, miasto na prawach powiatu)",534,375,12,"[c, a, b]",0,2,0,"b) NIE","b) NIE",201440
"1126","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2387","CZŁOPA","samorząd gminy","gmina miejsko-wiejska","Zachodniopomorskie","Wałecki","Człopa","Zachodniopomorskie / Wałecki / Człopa (3217023, gmina miejsko-wiejska)",54,53,1,"[a, b, c]",0,1,0,"b) NIE","b) NIE",4410
"1014","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1648","CZŁUCHÓW","samorząd gminy","gmina wiejska","Pomorskie","Człuchowski","Człuchów","Pomorskie / Człuchowski / Człuchów (2203032, gmina wiejska)",79,79,2,"[g, h]",0,0,0,"b) NIE","b) NIE",10820
"833","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1647","CZŁUCHÓW","samorząd gminy","gmina miejska","Pomorskie","Człuchowski","Człuchów","Pomorskie / Człuchowski / Człuchów (2203011, gmina miejska)",72,72,0,"N/A",0,0,0,"b) NIE","b) NIE",12780
"207","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-813","CZORSZTYN","samorząd gminy","gmina wiejska","Małopolskie","Nowotarski","Czorsztyn","Małopolskie / Nowotarski / Czorsztyn (1211042, gmina wiejska)",98,98,0,"[e]",0,0,1,"b) NIE","b) NIE",7540
"834","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1005","CZOSNÓW","samorząd gminy","gmina wiejska","Mazowieckie","Nowodworski","Czosnów","Mazowieckie / Nowodworski / Czosnów (1414022, gmina wiejska)",119,"BD",0,"N/A",0,0,0,"b) NIE","b) NIE",11060
"1127","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1378","CZUDEC","samorząd gminy","gmina wiejska","Podkarpackie","Strzyżowski","Czudec","Podkarpackie / Strzyżowski / Czudec (1819012, gmina wiejska)",94,"BD","BD","BD",0,0,0,"b) NIE","b) NIE",11440
"2497","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1529","CZYŻE","samorząd gminy","gmina wiejska","Podlaskie","Hajnowski","Czyże","Podlaskie / Hajnowski / Czyże (2005042, gmina wiejska)",102,102,0,"N/A",0,0,0,"b) NIE","a) TAK",1700
"1037","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1530","CZYŻEW","samorząd gminy","gmina miejsko-wiejska","Podlaskie","Wysokomazowiecki","Czyżew","Podlaskie / Wysokomazowiecki / Czyżew (2013033, gmina miejsko-wiejska)","BD",34,0,"N/A",0,0,0,"b) NIE","a) TAK",5880
"209","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1937","DALESZYCE","samorząd gminy","gmina miejsko-wiejska","Świętokrzyskie","Kielecki","Daleszyce","Świętokrzyskie / Kielecki / Daleszyce (2604053, gmina miejsko-wiejska)",96,94,1,"[f]",0,0,1,"b) NIE","b) NIE",16320
"2500","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-637","DALIKÓW","samorząd gminy","gmina wiejska","Łódzkie","Poddębicki","Dalików","Łódzkie / Poddębicki / Dalików (1011012, gmina wiejska)",69,68,1,"[f]",1,0,0,"b) NIE","a) TAK",4070
"836","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2166","DAMASŁAWEK","samorząd gminy","gmina wiejska","Wielkopolskie","Wągrowiecki","Damasławek","Wielkopolskie / Wągrowiecki / Damasławek (3028022, gmina wiejska)",98,97,1,"[h]",0,0,0,"b) NIE","b) NIE",4890
"1591","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1649","DAMNICA","samorząd gminy","gmina wiejska","Pomorskie","Słupski","Damnica","Pomorskie / Słupski / Damnica (2212022, gmina wiejska)",89,86,2,"[a, b]",0,0,0,"b) NIE","b) NIE",5480
"712","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2388","DARŁOWO","samorząd gminy","gmina miejska","Zachodniopomorskie","Sławieński","Darłowo","Zachodniopomorskie / Sławieński / Darłowo (3213011, gmina miejska)",37,37,0,"N/A",0,0,0,"b) NIE","a) TAK",12200
"727","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2389","DARŁOWO","samorząd gminy","gmina wiejska","Zachodniopomorskie","Sławieński","Darłowo","Zachodniopomorskie / Sławieński / Darłowo (3213032, gmina wiejska)",89,86,3,"[f]",0,0,0,"b) NIE","b) NIE",7520
"1161","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1291","DĄBROWA","samorząd gminy","gmina wiejska","Opolskie","Opolski","Dąbrowa","Opolskie / Opolski / Dąbrowa (1609022, gmina wiejska)","BD",77,0,"N/A",0,0,0,"b) NIE","b) NIE",8280
"1415","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-199","DĄBROWA","samorząd gminy","gmina wiejska","Kujawsko-Pomorskie","Mogileński","Dąbrowa","Kujawsko-Pomorskie / Mogileński / Dąbrowa (0409012, gmina wiejska)",76,76,0,"N/A",0,0,0,"b) NIE","b) NIE",4240
"153","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1531","DĄBROWA BIAŁOSTOCKA","samorząd gminy","gmina miejsko-wiejska","Podlaskie","Sokólski","Dąbrowa Białostocka","Podlaskie / Sokólski / Dąbrowa Białostocka (2011013, gmina miejsko-wiejska)",93,88,3,"[f]",0,0,0,"b) NIE","b) NIE",9820
"2295","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-200","DĄBROWA BISKUPIA","samorząd gminy","gmina wiejska","Kujawsko-Pomorskie","Inowrocławski","Dąbrowa Biskupia","Kujawsko-Pomorskie / Inowrocławski / Dąbrowa Biskupia (0407022, gmina wiejska)",95,94,1,"[a]",0,0,0,"b) NIE","b) NIE",4840
"1128","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-201","DĄBROWA CHEŁMIŃSKA","samorząd gminy","gmina wiejska","Kujawsko-Pomorskie","Bydgoski","Dąbrowa Chełmińska","Kujawsko-Pomorskie / Bydgoski / Dąbrowa Chełmińska (0403022, gmina wiejska)",87,84,3,"[a]",0,0,0,"b) NIE","b) NIE",8690
"1812","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-814","DĄBROWA TARNOWSKA","samorząd gminy","gmina miejsko-wiejska","Małopolskie","Dąbrowski","Dąbrowa Tarnowska","Małopolskie / Dąbrowski / Dąbrowa Tarnowska (1204023, gmina miejsko-wiejska)",102,98,0,"[a, b, c]",0,0,0,"b) NIE","b) NIE",20820
"1590","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1778","DĄBROWA ZIELONA","samorząd gminy","gmina wiejska","Śląskie","Częstochowski","Dąbrowa Zielona","Śląskie / Częstochowski / Dąbrowa Zielona (2404022, gmina wiejska)",106,105,1,"[g]",0,1,0,"b) NIE","b) NIE",3550
"1806","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-639","DĄBROWICE","samorząd gminy","gmina miejsko-wiejska","Łódzkie","Kutnowski","Dąbrowice","Łódzkie / Kutnowski / Dąbrowice (1002033, gmina miejsko-wiejska)",51,51,0,"N/A",0,0,0,"b) NIE","b) NIE",1720
"1807","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-2038","DĄBRÓWNO","samorząd gminy","gmina wiejska","Warmińsko-Mazurskie","Ostródzki","Dąbrówno","Warmińsko-Mazurskie / Ostródzki / Dąbrówno (2815022, gmina wiejska)",90,82,1,"[a, c]",0,1,0,"a) TAK","b) NIE",3720
"2225","https://fedrowanie.siecobywatelska.pl/sprawy/wnioski-o-informacje-w-2025-1650","DEBRZNO","samorząd gminy","gmina miejsko-wiejska","Pomorskie","Człuchowski","Debrzno","Pomorskie / Człuchowski / Debrzno (2203043, gmina miejsko-wiejska)",83,83,0,"N/A",0,0,0,"b) NIE","b) NIE",8390
